"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Madras Food Bazaar"|"250"|"Chinese,South Indian"|"Chennai"|"Ashok Nagar"|"https://www.zomato.com/chennai/madras-food-bazaar-ashok-nagar/info"|"181"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.3"|"9"
"Hotel Vasantha Bhavan"|"300"|"South Indian"|"Chennai"|"Porur"|"https://www.zomato.com/chennai/hotel-vasantha-bhavan-porur/info"|"181"|"Casual Dining"|"7am to 1030pm(Mon-Sun)"|"Average"|"3.3"|"8"
"Hotel Periyathachur"|"300"|"South Indian"|"Chennai"|"Medavakkam"|"https://www.zomato.com/chennai/hotel-periyathachur-medavakkam/info"|"181"|"Quick Bites"|"7am to 11pm(Mon-Sun)"|"Average"|"3.2"|"9"
"Namma Restaurant"|"500"|"South American,Arabian,Biryani"|"Chennai"|"Medavakkam"|"https://www.zomato.com/chennai/namma-restaurant-medavakkam/info"|"181"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.1"|"9"
"Sip & Bite"|"150"|"Fast Food,Continental,Juices,Beverages"|"Chennai"|"Nandanam"|"https://www.zomato.com/chennai/sip-bite-nandanam/info"|"181"|"Quick Bites"|"9am to 7pm(Mon-Sun)"|"Average"|"3.3"|"9"
"Al Araf Rubiya Maju"|"250"|"Chinese"|"Chennai"|"OMR Food Street-- Ambattur"|"https://www.zomato.com/chennai/al-araf-rubiya-maju-ambattur/info"|"181"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"Average"|"3.4"|"6"
"Ayyappas Kitchen"|"350"|"South Indian"|"Chennai"|"Ramapuram"|"https://www.zomato.com/chennai/ayyappas-kitchen-1-ramapuram/info"|"181"|"Quick Bites"|"730am to 1030pm(Mon-Sun)"|"Average"|"3.3"|"5"
"The Kanteen"|"200"|"Fast Food"|"Chennai"|"Navallur"|"https://www.zomato.com/chennai/the-kanteen-navallur/info"|"181"|"none"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"9"
"Juice World"|"300"|"Fast Food,Beverages"|"Chennai"|"Thiruvanmiyur"|"https://www.zomato.com/chennai/juice-world-thiruvanmiyur/info"|"181"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"5"
"Rice & Rotti"|"350"|"Chinese,North Indian"|"Chennai"|"Anna Salai"|"https://www.zomato.com/chennai/rice-rotti-anna-salai/info"|"181"|"none"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"10"
"Murthy Restaurant"|"300"|"South Indian,Bakery"|"Chennai"|"Washermenpet"|"https://www.zomato.com/chennai/murthy-restaurant-washermenpet/info"|"181"|"Quick Bites"|"8am to 1030pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Soya Swag"|"150"|"North Indian"|"Chennai"|"Perungudi"|"https://www.zomato.com/chennai/soya-swag-perungudi/info"|"181"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Chennai Mass - Burma Food"|"150"|"Burmese,Biryani"|"Chennai"|"Potheri"|"https://www.zomato.com/chennai/chennai-mass-burma-food-potheri/info"|"181"|"none"|"4pm to 1030pm(Mon-Sun)"|"Average"|"3.3"|"7"
"Shans Hotel Veg"|"200"|"South Indian"|"Chennai"|"T. Nagar"|"https://www.zomato.com/chennai/shans-hotel-veg-t-nagar/info"|"181"|"Casual Dining"|"7am to 10pm(Mon-Sun)"|"Average"|"3.3"|"6"
"Valli Burma Atho Kadai"|"160"|"Chinese,Fast Food"|"Chennai"|"Perambur"|"https://www.zomato.com/chennai/valli-burma-atho-kadai-perambur/info"|"181"|"Quick Bites"|"4pm to 11pm(Mon-Sun)"|"Average"|"3.3"|"7"
